ID,CURRENT_APPLICATION_NUMBER,CURRENT_INSTITUTE_NAME,INSTI_STATE,INSTITUTE_DISTRICT,INST_TYPE,PROGRAMME,AFFILIATING_UNIVERSITY,LEVEL_OF_COURSE,COURSE,ACCREDITATION_STATUS,ACCREDITATION_TYPE,ACCREDITATION_TILL,APPROVED_INTAKE
1484,1-9317605981,A M C ENGINEERING COLLEGE,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2021,180
1485,1-9317605981,A M C ENGINEERING COLLEGE,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1486,1-9317605981,A M C ENGINEERING COLLEGE,Karnataka,BANGALORE URBAN,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Visvesvaraya?Technological University, Belgaum",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,120
1487,1-9317616060,CMR COLLEGE OF ENGINEERING TECHNOLOGY,Telangana,HYDERABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Hyderabad",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,ACCREDITED,NBA,30-06-2021,240
1488,1-9317616060,CMR COLLEGE OF ENGINEERING TECHNOLOGY,Telangana,HYDERABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Hyderabad",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1489,1-9317616060,CMR COLLEGE OF ENGINEERING TECHNOLOGY,Telangana,HYDERABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Hyderabad",UNDER GRADUATE,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1490,1-9317616060,CMR COLLEGE OF ENGINEERING TECHNOLOGY,Telangana,HYDERABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Hyderabad",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2021,240
1491,1-9317616060,CMR COLLEGE OF ENGINEERING TECHNOLOGY,Telangana,HYDERABAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Jawaharlal Nehru Technological University, Hyderabad",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1492,1-9318464806,GOVERNMENT POLYTECHNIC ARVI,Maharashtra,WARDHA,Government,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,CHEMICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,40
1493,1-9318464806,GOVERNMENT POLYTECHNIC ARVI,Maharashtra,WARDHA,Government,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1494,1-9318464806,GOVERNMENT POLYTECHNIC ARVI,Maharashtra,WARDHA,Government,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1495,1-9318511062,VISHWAKARMA INSTITUTE OF INFORMATION TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2021,120
1496,1-9318511062,VISHWAKARMA INSTITUTE OF INFORMATION TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,COMPUTER ENGINEERING,ACCREDITED,NBA,30-06-2021,240
1497,1-9318511062,VISHWAKARMA INSTITUTE OF INFORMATION TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,ELECTRONICS & TELE-COMMUNICATION ENGINEERING,ACCREDITED,NBA,30-06-2021,180
1498,1-9318511062,VISHWAKARMA INSTITUTE OF INFORMATION TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,INFORMATION TECHNOLOGY,ACCREDITED,NBA,30-06-2021,180
1499,1-9318511062,VISHWAKARMA INSTITUTE OF INFORMATION TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,180
1500,1-9318512752,K J SOMAIYA POLYTECHNIC,Maharashtra,MUMBAI CITY,Govt aided,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1501,1-9318512752,K J SOMAIYA POLYTECHNIC,Maharashtra,MUMBAI CITY,Govt aided,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,INDUSTRIAL ELECTRONICS,ACCREDITED,NBA,30-06-2022,60
1502,1-9318512752,K J SOMAIYA POLYTECHNIC,Maharashtra,MUMBAI CITY,Govt aided,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1503,1-9318512752,K J SOMAIYA POLYTECHNIC,Maharashtra,MUMBAI CITY,Govt aided,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,ELECTRICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1504,1-9318512752,K J SOMAIYA POLYTECHNIC,Maharashtra,MUMBAI CITY,Govt aided,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,COMPUTER ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1505,1-9318343817,BHARATI VIDYAPEETH S INSTITUTE OF MANAGEMENT AND INFORMATION TECHNOLOGY NAVI MUMBAI,Maharashtra,THANE,Private-Self Financing,MCA,"Mumbai University, Mumbai",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,ACCREDITED,NBA,30-06-2022,120
1506,1-9318530032,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING NAVI MUMBAI,Maharashtra,THANE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Mumbai University, Mumbai",UNDER GRADUATE,COMPUTER ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1507,1-9318530032,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING NAVI MUMBAI,Maharashtra,THANE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Mumbai University, Mumbai",UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2021,120
1508,1-9318530032,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING NAVI MUMBAI,Maharashtra,THANE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Mumbai University, Mumbai",UNDER GRADUATE,INSTRUMENTATION ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1509,1-9318530032,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING NAVI MUMBAI,Maharashtra,THANE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Mumbai University, Mumbai",UNDER GRADUATE,CHEMICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1510,1-9318359505,VIDYALANKAR INSTITUTE OF TECHNOLOGY,Maharashtra,MUMBAI CITY,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Mumbai University, Mumbai",UNDER GRADUATE,ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1511,1-9318359505,VIDYALANKAR INSTITUTE OF TECHNOLOGY,Maharashtra,MUMBAI CITY,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Mumbai University, Mumbai",UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1512,1-9318359505,VIDYALANKAR INSTITUTE OF TECHNOLOGY,Maharashtra,MUMBAI CITY,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Mumbai University, Mumbai",UNDER GRADUATE,BIOMEDICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1513,1-9318388747,PILLAI COLLEGE OF ENGINEERING,Maharashtra,RAIGAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Mumbai University, Mumbai",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,90
1514,1-9318388747,PILLAI COLLEGE OF ENGINEERING,Maharashtra,RAIGAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Mumbai University, Mumbai",UNDER GRADUATE,COMPUTER ENGINEERING,ACCREDITED,NBA,30-06-2021,180
1515,1-9318388747,PILLAI COLLEGE OF ENGINEERING,Maharashtra,RAIGAD,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Mumbai University, Mumbai",UNDER GRADUATE,ELECTRONICS & COMPUTER SCIENCE,ACCREDITED,NBA,30-06-2021,90
1516,1-9318361653,LOYOLA-ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,CHENNAI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1517,1-9318361653,LOYOLA-ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,CHENNAI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1518,1-9318361653,LOYOLA-ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,CHENNAI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,INFORMATION TECHNOLOGY,ACCREDITED,NBA,30-06-2022,60
1519,1-9318361653,LOYOLA-ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,CHENNAI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1520,1-9318361653,LOYOLA-ICAM COLLEGE OF ENGINEERING AND TECHNOLOGY,Tamil Nadu,CHENNAI,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,ACCREDITED,NBA,30-06-2022,60
1521,1-9318390052,GOVERNMENT POLYTECHNIC NASHIK,Maharashtra,NASHIK,Government,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,POLYMER TECHNOLOGY,ACCREDITED,NBA,30-06-2022,60
1522,1-9318390052,GOVERNMENT POLYTECHNIC NASHIK,Maharashtra,NASHIK,Government,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,ELECTRICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1523,1-9318390052,GOVERNMENT POLYTECHNIC NASHIK,Maharashtra,NASHIK,Government,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,ELECTRONICS & TELE-COMMUNICATION ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1524,1-9318390052,GOVERNMENT POLYTECHNIC NASHIK,Maharashtra,NASHIK,Government,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1525,1-9318390052,GOVERNMENT POLYTECHNIC NASHIK,Maharashtra,NASHIK,Government,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2025,120
1526,1-9318435458,JAIPURIA INSTITUTE OF MANAGEMENT INDORE,Madhya Pradesh,INDORE,Private-Self Financing,MANAGEMENT,None,POST GRADUATE DIPLOMA,PGDM,ACCREDITED,NBA,30-07-2021,180
1527,1-9318451208,MATOSHRI COLLEGE OF MANAGEMENT RESEARCH CENTRE NASHIK,Maharashtra,NASHIK,Private-Self Financing,MANAGEMENT,"University of Pune, Pune",POST GRADUATE,MBA,ACCREDITED,NBA,7/1/2025,120
1528,1-9318483634,GOVERNMENT COLLEGE OF ENGINEERING CHANDRAPUR,Maharashtra,CHANDRAPUR,Government,ENGINEERING AND TECHNOLOGY,"Gondwana University, Gadchiroli",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1529,1-9318483634,GOVERNMENT COLLEGE OF ENGINEERING CHANDRAPUR,Maharashtra,CHANDRAPUR,Government,ENGINEERING AND TECHNOLOGY,"Gondwana University, Gadchiroli",UNDER GRADUATE,ELECTRICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,60
1530,1-9318483634,GOVERNMENT COLLEGE OF ENGINEERING CHANDRAPUR,Maharashtra,CHANDRAPUR,Government,ENGINEERING AND TECHNOLOGY,"Gondwana University, Gadchiroli",UNDER GRADUATE,INSTRUMENTATION ENGINEERING,ACCREDITED,NBA,30-06-2022,30
1531,1-9318378300,MAHATMA GANDHI VIDYAMANDIR S PHARMACY COLLEGE PANCHAVATI NASHIK-3,Maharashtra,NASHIK,Private-Self Financing,PHARMACY,"University of Pune, Pune",UNDER GRADUATE,PHARMACY,ACCREDITED,NBA,30-06-2022,100
1532,1-9318469066,D S T S MANDAL S COLLEGE OF PHAMACY,Maharashtra,SOLAPUR,Private-Self Financing,PHARMACY,"Solapur University, Solapur",UNDER GRADUATE,PHARMACY,ACCREDITED,NBA,30-06-2022,100
1533,1-9318486169,S M B T COLLEGE OF PHARMACY,Maharashtra,NASHIK,Private-Self Financing,PHARMACY,"University of Pune, Pune",UNDER GRADUATE,PHARMACY,ACCREDITED,NBA,30-06-2021,60
1534,1-9318378493,VIDYABHARATI COLLEGE OF PHARMACY AMRAVATI,Maharashtra,AMRAVATI,Private-Self Financing,PHARMACY,"Sant Gadge Baba Amravati University, Amravati",UNDER GRADUATE,PHARMACY,ACCREDITED,NBA,30-06-2023,60
1535,1-9318391510,THAKUR INSTITUTE OF MANAGEMENT STUDIES CAREER DEVELOPMENT AND RESEARCH,Maharashtra,MUMBAI SUBURBAN,Private-Self Financing,MCA,"Mumbai University, Mumbai",POST GRADUATE,MASTERS IN COMPUTER APPLICATIONS,ACCREDITED,NBA,30-06-2021,180
1536,1-9318392674,ADHALRAO PATIL INSTITUTE OF MANAGEMENT AND RESEARCH,Maharashtra,PUNE,Private-Self Financing,MANAGEMENT,"University of Pune, Pune",POST GRADUATE,MBA,ACCREDITED,NBA,14-07-2024,120
1537,1-9318409053,KARMAVEER KAKASAHEB WAGH POLYTECHNIC NASHIK,Maharashtra,NASHIK,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2023,120
1538,1-9318409053,KARMAVEER KAKASAHEB WAGH POLYTECHNIC NASHIK,Maharashtra,NASHIK,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,COMPUTER TECHNOLOGY,ACCREDITED,NBA,30-06-2023,180
1539,1-9318409053,KARMAVEER KAKASAHEB WAGH POLYTECHNIC NASHIK,Maharashtra,NASHIK,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,INFORMATION TECHNOLOGY,ACCREDITED,NBA,30-06-2023,60
1540,1-9318409053,KARMAVEER KAKASAHEB WAGH POLYTECHNIC NASHIK,Maharashtra,NASHIK,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,CHEMICAL ENGINEERING,ACCREDITED,NBA,30-06-2023,60
1541,1-9318469718,DR AMBEDKAR INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH,Maharashtra,NAGPUR,Private-Self Financing,MANAGEMENT,"Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur",POST GRADUATE,MBA,ACCREDITED,NBA,30-06-2022,240
1542,1-9318534805,DEFENCE INSTITUTE OF ADVANCED TECHNOLOGY,Maharashtra,PUNE,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Defence Institute of Advanced Technology, Pune",POST GRADUATE,AEROSPACE ENGINEERING,ACCREDITED,NBA,30-06-2021,48
1543,1-9318534805,DEFENCE INSTITUTE OF ADVANCED TECHNOLOGY,Maharashtra,PUNE,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Defence Institute of Advanced Technology, Pune",POST GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,48
1544,1-9318534805,DEFENCE INSTITUTE OF ADVANCED TECHNOLOGY,Maharashtra,PUNE,Deemed to be University(Govt),ENGINEERING AND TECHNOLOGY,"Defence Institute of Advanced Technology, Pune",POST GRADUATE,SENSOR TECHONOLOGY/LEOC,ACCREDITED,NBA,30-06-2021,25
1545,1-9318316532,SAGAR INSTITUTE OF RESEARCH TECHNOLOGY,Madhya Pradesh,BHOPAL,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2021,120
1546,1-9318316532,SAGAR INSTITUTE OF RESEARCH TECHNOLOGY,Madhya Pradesh,BHOPAL,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Rajiv Gandhi Proudyogiki Vishwavidyalaya, Bhopal",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2021,120
1547,1-9318489852,JAIPURIA ISNTITUTE OF MANAGEMENT LUCKNOW,Uttar Pradesh,LUCKNOW,Private-Self Financing,MANAGEMENT,Directorate of Technical Education,POST GRADUATE DIPLOMA,PGDM (RETAIL MANAGEMENT),ACCREDITED,NBA,30-06-2022,60
1548,1-9318489852,JAIPURIA ISNTITUTE OF MANAGEMENT LUCKNOW,Uttar Pradesh,LUCKNOW,Private-Self Financing,MANAGEMENT,Directorate of Technical Education,POST GRADUATE DIPLOMA,PGDM(FINANCIAL SERVICES),ACCREDITED,NBA,30-06-2022,60
1549,1-9318489852,JAIPURIA ISNTITUTE OF MANAGEMENT LUCKNOW,Uttar Pradesh,LUCKNOW,Private-Self Financing,MANAGEMENT,Directorate of Technical Education,POST GRADUATE DIPLOMA,PGDM,ACCREDITED,NBA,30-06-2025,240
1550,1-9318331320,G L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2023,300
1551,1-9318331320,G L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",UNDER GRADUATE,ELECTRONICS & COMMUNICATION ENGG,ACCREDITED,NBA,30-06-2022,180
1552,1-9318331320,G L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2023,60
1553,1-9318331320,G L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",UNDER GRADUATE,INFORMATION TECHNOLOGY,ACCREDITED,NBA,30-06-2022,180
1554,1-9318331320,G L BAJAJ INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,GAUTAM BUDDHA NAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1555,1-9318365641,ARMY INSTITUTE OF TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1556,1-9318365641,ARMY INSTITUTE OF TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,COMPUTER ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1557,1-9318365641,ARMY INSTITUTE OF TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,INFORMATION TECHNOLOGY,ACCREDITED,NBA,30-06-2022,60
1558,1-9318365641,ARMY INSTITUTE OF TECHNOLOGY,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"University of Pune, Pune",UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1559,1-9318396110,MODERN INSTITUTE OF BUSINESS MANAGEMENT,Maharashtra,PUNE,Private-Self Financing,MANAGEMENT,"University of Pune, Pune",POST GRADUATE,MBA,ACCREDITED,NBA,8/1/2025,180
1560,1-9318396381,YASHWANTRAO BHONSALE POLYTECHNIC,Maharashtra,SINDHUDURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1561,1-9318396381,YASHWANTRAO BHONSALE POLYTECHNIC,Maharashtra,SINDHUDURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1562,1-9318396381,YASHWANTRAO BHONSALE POLYTECHNIC,Maharashtra,SINDHUDURG,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,ELECTRICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1563,1-9318427609,ALI-ALLANA COLLLEGE OF PHARMACY,Maharashtra,NANDURBAR,Private-Self Financing,PHARMACY,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",UNDER GRADUATE,PHARMACY,ACCREDITED,NBA,30-06-2023,100
1564,1-9318537168,JAYAWANTRAO SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,COMPUTER ENGINEERING,ACCREDITED,NBA,30-06-2022,180
1565,1-9318537168,JAYAWANTRAO SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,INFORMATION TECHNOLOGY,ACCREDITED,NBA,30-06-2022,60
1566,1-9318537168,JAYAWANTRAO SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2022,180
1567,1-9318537168,JAYAWANTRAO SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,300
1568,1-9318537168,JAYAWANTRAO SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2022,180
1569,1-9318396547,SHRI SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING,Maharashtra,BULDHANA,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Sant Gadge Baba Amravati University, Amravati",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1570,1-9318396547,SHRI SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING,Maharashtra,BULDHANA,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Sant Gadge Baba Amravati University, Amravati",UNDER GRADUATE,ELECTRONICS AND TELECOMMUNICATIONS ENGINEERING,ACCREDITED,NBA,30-06-2022,120
1571,1-9318396547,SHRI SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING,Maharashtra,BULDHANA,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Sant Gadge Baba Amravati University, Amravati",UNDER GRADUATE,MECHANICAL ENGINEERING,ACCREDITED,NBA,30-06-2022,60
1572,1-9318396547,SHRI SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING,Maharashtra,BULDHANA,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Sant Gadge Baba Amravati University, Amravati",UNDER GRADUATE,ELECTRICAL ENGINEERING (ELECTRONICS AND POWER),ACCREDITED,NBA,30-06-2022,60
1573,1-9318491682,JSPM S BHIVRABAI SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,CIVIL ENGINEERING,ACCREDITED,NBA,30-06-2023,180
1574,1-9318491682,JSPM S BHIVRABAI SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,COMPUTER ENGINEERING,ACCREDITED,NBA,30-06-2023,180
1575,1-9318491682,JSPM S BHIVRABAI SAWANT POLYTECHNIC,Maharashtra,PUNE,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,ELECTRICAL ENGINEERING,ACCREDITED,NBA,30-06-2023,60
1576,1-9318457966,GOVERNMENT POLYTECHNIC YAVATMAL,Maharashtra,YAVATMAL,Government,ENGINEERING AND TECHNOLOGY,"Maharashtra State Board of Technical Education, Mumbai",DIPLOMA,COMPUTER ENGINEERING,ACCREDITED,NBA,30-06-2023,60
